vehicle_type,weight,max_load_capacity,passenger_count,cargo_weight,road_condition,weather,region,overloaded
heavy vehicle,6846.688298783193,19711.793333146663,2,9876.071152583432,good,clear,urban,Not Overloaded
heavy vehicle,5529.663900961819,19600.089010180447,2,9816.439271506306,good,windy,urban,Not Overloaded
4-wheeler 7-seater,2096.979379398039,895.53663102457,6,576.7646711044907,very poor,extreme,urban,Overloaded
heavy vehicle,6546.174042797554,18172.526641714256,1,10391.989300647843,excellent,clear,suburban,Not Overloaded
4-wheeler 7-seater,1586.3114736784744,972.917408919963,7,640.3804137736385,poor,extreme,rural,Overloaded
heavy vehicle,6142.473645766993,17078.50239986836,1,9927.925100596027,good,clear,highway,Not Overloaded
4-wheeler 5-seater,1099.1541231442181,628.2848266632818,1,772.0723489856854,good,foggy,suburban,Overloaded
heavy vehicle,5174.240053688766,14116.651482555862,2,7274.138097001918,good,clear,urban,Not Overloaded
heavy vehicle,5071.5773316867435,16351.086567085349,1,8701.987667388026,good,windy,highway,Not Overloaded
delivery vehicle,3994.360764249114,2053.5425126672253,2,2292.7056545734586,good,snowy,desert,Overloaded
heavy vehicle,5184.119506239333,17301.408451000192,1,9727.376312273289,good,windy,highway,Not Overloaded
heavy vehicle,9880.622241082361,18138.74167734822,1,21344.981044254135,excellent,windy,highway,Overloaded
heavy vehicle,6826.692620920862,18546.686097441445,1,9678.419841090426,excellent,windy,highway,Not Overloaded
heavy vehicle,6231.319826885159,19424.134094072273,2,10275.984832100352,excellent,clear,desert,Not Overloaded
heavy vehicle,5769.081631895122,14626.958908487686,2,7300.697323578415,excellent,clear,rural,Not Overloaded
heavy vehicle,5605.325717483123,16362.665753302063,1,8160.959413210403,excellent,windy,rural,Not Overloaded
heavy vehicle,5486.96130482751,13044.562832017189,1,16985.646068953545,average,foggy,rural,Overloaded
heavy vehicle,6285.150996446098,17928.12702688281,2,24054.458247242015,good,rainy,urban,Overloaded
heavy vehicle,5259.004277974192,16330.56496018126,2,8762.907784433366,excellent,clear,highway,Not Overloaded
heavy vehicle,6279.488932703351,18551.163596273967,2,10151.472667423528,good,clear,highway,Not Overloaded
4-wheeler 5-seater,814.3052355340963,558.2696844060763,2,503.9756834617053,excellent,foggy,urban,Overloaded
4-wheeler 7-seater,1850.738289470142,775.968034989974,5,606.1840748318627,good,foggy,mountainous,Overloaded
4-wheeler 5-seater,1363.942318704343,601.0480606532385,5,314.48432628370097,poor,snowy,highway,Overloaded
4-wheeler 5-seater,1319.5042608481492,699.1137170190245,2,716.1136435542745,very poor,extreme,coastal,Overloaded
heavy vehicle,6058.103675764118,18219.21108134783,2,9189.875035601759,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,2416.6720899149,671.22543173881,6,340.0089047219373,very poor,foggy,mountainous,Overloaded
heavy vehicle,5872.646047060133,8487.774388574002,2,10610.5640930246,excellent,foggy,suburban,Overloaded
heavy vehicle,5914.52906766641,13513.27605176693,1,7069.314541066435,excellent,clear,highway,Not Overloaded
heavy vehicle,5701.212173357969,19211.122148316957,1,9624.491147741443,excellent,rainy,highway,Not Overloaded
heavy vehicle,5022.978005157216,18519.00624411036,1,10467.475659537018,excellent,clear,desert,Not Overloaded
heavy vehicle,6470.820069961165,18493.847836070818,2,10908.59151665403,excellent,clear,highway,Not Overloaded
delivery vehicle,3171.3409536856625,3625.212667806216,3,4248.391834819252,very poor,rainy,urban,Overloaded
heavy vehicle,6025.049411944896,16701.964396381612,2,9350.194127703304,excellent,clear,urban,Not Overloaded
heavy vehicle,7810.094598778979,19459.48963435083,2,9714.442265142574,excellent,clear,urban,Not Overloaded
2-wheeler,170.5812111123833,187.34303599532944,2,63.568307053622355,excellent,extreme,suburban,Overloaded
4-wheeler 5-seater,1414.520132210277,431.93386638566665,3,269.93449034272436,very poor,snowy,desert,Overloaded
heavy vehicle,5297.223734752184,16897.07269494012,1,9458.37041693833,good,clear,urban,Not Overloaded
heavy vehicle,5717.857068145757,18782.658298774128,2,9747.613405552152,excellent,windy,highway,Not Overloaded
heavy vehicle,6955.028573724765,8754.708221767918,1,11949.7606039726,poor,windy,suburban,Overloaded
heavy vehicle,10020.637075420671,17060.54477053928,2,19407.975388412855,poor,windy,urban,Overloaded
heavy vehicle,5141.232232094155,19438.70860925097,1,11459.41257658762,good,windy,highway,Not Overloaded
heavy vehicle,5500.92883828738,17895.065269029,2,9397.36557257722,excellent,clear,suburban,Not Overloaded
heavy vehicle,5813.628489201895,16517.141050621467,2,8647.852790911877,excellent,clear,highway,Not Overloaded
2-wheeler,111.60456148927666,199.23011679888248,2,75.172952494718,excellent,snowy,highway,Overloaded
4-wheeler 7-seater,2472.8136400706076,790.6938697671122,3,703.1579246911002,poor,snowy,coastal,Overloaded
heavy vehicle,6314.891038655649,11975.410670814661,2,15090.26623288129,very poor,windy,suburban,Overloaded
2-wheeler,181.09018778626813,194.8565966126942,2,69.13406176076897,very poor,rainy,urban,Overloaded
heavy vehicle,5496.1279765236195,18530.59436143496,1,9241.360005223803,excellent,foggy,suburban,Not Overloaded
heavy vehicle,5090.489484040312,16781.169172959893,1,9062.02460423561,good,clear,suburban,Not Overloaded
heavy vehicle,5389.621616639606,18720.15420494399,2,10486.773706132213,good,clear,urban,Not Overloaded
heavy vehicle,6425.176874441802,19719.938703288848,2,10721.768482775658,good,clear,urban,Not Overloaded
heavy vehicle,5447.947734448892,18892.665839040288,1,11940.542024753595,excellent,clear,suburban,Not Overloaded
delivery vehicle,4492.264213770487,2530.1283661568896,2,2746.2995338979317,very poor,foggy,desert,Overloaded
2-wheeler,118.94547560898913,232.55677021616862,1,195.1054127517634,excellent,extreme,mountainous,Overloaded
heavy vehicle,5206.782293938614,13021.977862354617,2,6581.448917401597,excellent,clear,rural,Not Overloaded
delivery vehicle,4129.0229166807385,4955.445104550043,2,6849.3821502184755,excellent,rainy,coastal,Overloaded
4-wheeler 5-seater,1394.162150159531,653.3398652387131,3,554.2125149609267,good,extreme,desert,Overloaded
heavy vehicle,5175.552683024164,18386.66888494222,2,10274.780263976074,excellent,clear,coastal,Not Overloaded
4-wheeler 7-seater,2476.775520058446,969.4070342829723,3,1076.349413939591,excellent,foggy,suburban,Overloaded
heavy vehicle,5144.402865262933,15565.755380958504,1,8487.90099339174,excellent,windy,highway,Not Overloaded
heavy vehicle,11647.793342913472,18769.143289199954,1,24200.67464570442,average,extreme,desert,Overloaded
2-wheeler,176.61363780918325,228.89562021052302,2,132.42783436750125,excellent,foggy,mountainous,Overloaded
4-wheeler 5-seater,1065.1388590925699,617.4276988383222,4,460.901289939132,very poor,windy,desert,Overloaded
heavy vehicle,7154.969159215644,18869.552467730326,2,22873.74732849111,poor,rainy,coastal,Overloaded
heavy vehicle,5371.889245154737,18170.24368310308,2,10159.266491982198,excellent,clear,suburban,Not Overloaded
heavy vehicle,7312.3820164895515,10900.094783541062,1,13963.300621562146,excellent,clear,suburban,Overloaded
4-wheeler 7-seater,1978.6800263756952,672.4394924794027,1,668.6083136022041,excellent,extreme,urban,Overloaded
heavy vehicle,5302.379778888086,16345.24469163097,2,8894.573299223324,good,clear,urban,Not Overloaded
heavy vehicle,5630.0554238575205,17430.775423812374,1,9356.807845926367,excellent,windy,urban,Not Overloaded
heavy vehicle,5126.453368011078,19602.19935572656,1,10456.47870239282,excellent,clear,rural,Not Overloaded
heavy vehicle,5883.143968617782,16549.676570138363,1,10451.897817247289,excellent,clear,highway,Not Overloaded
2-wheeler,124.8540832967115,197.00297729946948,1,183.49256479721166,excellent,snowy,highway,Overloaded
4-wheeler 5-seater,1074.019097114668,406.6145890877756,2,370.80974918627135,average,extreme,urban,Overloaded
heavy vehicle,6250.929280388878,19514.5381359295,1,10498.161414108625,excellent,windy,urban,Not Overloaded
heavy vehicle,5073.404027311107,15095.994630083427,1,8140.809363081441,good,clear,rural,Not Overloaded
heavy vehicle,5958.6949365364435,19881.315252916742,2,11444.603107093904,excellent,windy,suburban,Not Overloaded
heavy vehicle,6030.423625921607,19586.046007190642,2,11770.139011171746,excellent,clear,highway,Not Overloaded
heavy vehicle,5365.77551128816,17306.14957333776,1,8983.397406857155,average,windy,highway,Not Overloaded
2-wheeler,140.16934558996388,183.71310784692037,2,61.17171287445037,good,clear,mountainous,Overloaded
heavy vehicle,5938.893976946059,18201.70040271632,2,9035.076096365105,good,clear,rural,Not Overloaded
heavy vehicle,6912.883337651328,19936.49724444796,2,10191.331977678085,excellent,clear,highway,Not Overloaded
4-wheeler 5-seater,1091.1572074165,478.5207285695122,1,455.48757640333525,very poor,rainy,rural,Overloaded
heavy vehicle,5973.108024491162,18684.02064659183,2,9847.09836791891,excellent,clear,desert,Not Overloaded
heavy vehicle,6070.355075847288,15827.98981063705,2,23411.110663034175,poor,extreme,coastal,Overloaded
delivery vehicle,4604.787764224117,2862.0972264163884,3,3707.036185178491,average,extreme,coastal,Overloaded
delivery vehicle,4672.908628377642,3454.095525172145,3,4558.394202945428,very poor,foggy,suburban,Overloaded
heavy vehicle,5859.385477849833,18387.39489916008,2,9657.089724906522,excellent,clear,rural,Not Overloaded
4-wheeler 7-seater,2021.4884911197996,662.9846509407147,3,668.9193590290065,good,clear,suburban,Overloaded
4-wheeler 5-seater,1399.2308751345413,408.2993904125605,2,305.7691047296447,average,clear,highway,Overloaded
heavy vehicle,5160.003672995416,17695.406844653255,2,8889.901811922236,excellent,windy,coastal,Not Overloaded
heavy vehicle,5496.583754975838,19413.58151092044,1,10204.800488968995,good,windy,urban,Not Overloaded
heavy vehicle,5161.454169997422,17171.275350723285,2,8738.66058595557,excellent,foggy,highway,Not Overloaded
heavy vehicle,7696.2773950344645,19584.095782010303,1,9791.989843802521,excellent,clear,highway,Not Overloaded
2-wheeler,116.8454722921077,188.31542993681697,2,62.15421286962453,average,windy,rural,Overloaded
heavy vehicle,8320.94141218963,11214.760063151862,2,13214.52028446056,excellent,extreme,highway,Overloaded
4-wheeler 7-seater,1792.4345608684594,698.5158200319167,5,419.3674075964449,very poor,rainy,suburban,Overloaded
2-wheeler,176.81524421496636,163.82105874194295,1,128.0497117389004,excellent,extreme,coastal,Overloaded
heavy vehicle,6531.305195453093,17457.03558961484,1,9275.757978553553,excellent,clear,urban,Not Overloaded
4-wheeler 5-seater,1168.3372864290209,455.540540711797,1,558.3353242618637,excellent,clear,mountainous,Overloaded
delivery vehicle,2963.081507906027,4216.554780937948,2,5098.690504185092,excellent,rainy,suburban,Overloaded
4-wheeler 5-seater,1289.8147642563415,448.61877707864477,1,499.8665489666051,excellent,clear,coastal,Overloaded
heavy vehicle,5070.352380571816,18911.78174404617,2,11655.786312003393,excellent,windy,highway,Not Overloaded
2-wheeler,104.0927529480046,196.49285573161822,2,77.8918982381541,average,rainy,coastal,Overloaded
2-wheeler,120.92057361410718,203.55634546909974,2,82.39251881418919,very poor,extreme,highway,Overloaded
heavy vehicle,7729.873937400941,19985.927854049864,2,10491.218947386296,good,clear,suburban,Not Overloaded
heavy vehicle,7286.443296770746,9105.480882604441,1,10432.39225982862,very poor,foggy,desert,Overloaded
heavy vehicle,8456.028937169167,14883.51060245384,2,17937.718689618116,good,snowy,coastal,Overloaded
heavy vehicle,10623.94112539088,8347.374230233694,1,12253.573912368553,average,extreme,urban,Overloaded
heavy vehicle,6153.747498682536,18817.728032676867,1,9687.129278370836,excellent,clear,desert,Not Overloaded
heavy vehicle,5176.7787456151555,17503.362890070508,1,9415.188606359781,excellent,clear,highway,Not Overloaded
4-wheeler 7-seater,2109.866608797395,890.6873912470152,2,953.6342970569627,average,snowy,mountainous,Overloaded
delivery vehicle,4688.904893798432,3450.43337269435,3,4428.250178848459,good,clear,mountainous,Overloaded
4-wheeler 7-seater,2254.3250465677747,915.4676401179304,2,853.3673502833487,poor,windy,mountainous,Overloaded
heavy vehicle,8017.225348262989,19842.94836627593,2,10158.393443803854,excellent,clear,rural,Not Overloaded
heavy vehicle,7140.857516427599,19383.360459233074,2,10296.269089873078,excellent,clear,highway,Not Overloaded
heavy vehicle,9004.112301716928,19160.44494309809,1,22235.726452536484,excellent,windy,suburban,Overloaded
4-wheeler 7-seater,1559.7201470810317,777.8746555556494,2,862.191801287012,poor,windy,mountainous,Overloaded
2-wheeler,126.62847418807122,164.06591701161108,2,35.85513511390304,very poor,clear,rural,Overloaded
heavy vehicle,5559.637216231932,19335.83555887601,1,9946.520742622542,excellent,windy,suburban,Not Overloaded
delivery vehicle,3267.562864371109,4796.89685391648,2,6455.733457567148,excellent,clear,rural,Overloaded
heavy vehicle,5001.169518972891,16548.51000411664,2,8371.408709395553,average,clear,urban,Not Overloaded
heavy vehicle,5298.650049482481,14233.926261417964,2,7076.912194770522,good,clear,rural,Not Overloaded
delivery vehicle,2518.6722064825044,3210.0938223875028,1,3455.8200696850013,excellent,snowy,urban,Overloaded
heavy vehicle,8977.676073478637,17016.945497261077,1,24847.966847545435,average,windy,urban,Overloaded
4-wheeler 7-seater,2210.338362283572,901.8562321432369,6,632.0077132900384,poor,rainy,desert,Overloaded
heavy vehicle,8729.302567103634,14241.864973480622,2,20391.46183978181,very poor,rainy,desert,Overloaded
heavy vehicle,5238.845702600098,18746.316349964356,1,9576.266184539638,excellent,windy,highway,Not Overloaded
2-wheeler,190.6627072206963,189.76197281949038,2,72.41479342289423,average,rainy,highway,Overloaded
heavy vehicle,6532.020279525926,14565.214091021979,1,17247.708364690054,excellent,foggy,coastal,Overloaded
4-wheeler 7-seater,1564.9427171245513,763.9853155018552,3,679.4064179312677,average,foggy,desert,Overloaded
delivery vehicle,3250.3521794834924,2174.9959328990076,3,2831.8811443739746,average,windy,urban,Overloaded
heavy vehicle,5093.001820852959,18877.34016560226,1,10142.939861358242,excellent,clear,urban,Not Overloaded
delivery vehicle,2792.5546514254734,2804.7706231081106,1,3341.942870795386,excellent,rainy,mountainous,Overloaded
heavy vehicle,5074.937514520548,18304.558681546805,2,9335.204217277513,excellent,windy,urban,Not Overloaded
heavy vehicle,7648.676347515009,19178.983783814787,2,10707.240768151878,excellent,clear,highway,Not Overloaded
heavy vehicle,5320.542400393782,19192.153155289354,2,9852.461269476784,poor,clear,highway,Not Overloaded
heavy vehicle,5219.754849698063,16637.42125999072,1,9409.11858002126,excellent,windy,highway,Not Overloaded
heavy vehicle,5142.60978009427,16784.918656095557,2,10242.185695912187,good,clear,highway,Not Overloaded
heavy vehicle,6238.638675065323,17996.988755354683,2,9163.226550188314,average,clear,suburban,Not Overloaded
heavy vehicle,5079.545005374179,18936.830781225286,1,11428.071623630884,excellent,windy,highway,Not Overloaded
4-wheeler 7-seater,2475.363597601282,861.8232624163567,6,515.2497786084813,good,rainy,highway,Overloaded
heavy vehicle,11640.112468328833,14691.40227216976,2,21797.478454285985,average,windy,rural,Overloaded
heavy vehicle,5272.712163231878,19489.97786943917,1,11436.41800851129,good,clear,rural,Not Overloaded
heavy vehicle,5730.2549209037315,19961.354386877203,1,12712.462115048666,good,clear,highway,Not Overloaded
4-wheeler 5-seater,1403.1490276272389,626.8338614839422,5,396.0699582909288,average,rainy,mountainous,Overloaded
heavy vehicle,5742.649762661333,14153.014578897233,2,7198.774307543194,excellent,clear,suburban,Not Overloaded
heavy vehicle,10427.012376386505,18547.32215308751,2,23684.921326172403,good,foggy,rural,Overloaded
heavy vehicle,5371.48096706544,19089.14225530174,1,13017.799582481346,excellent,clear,suburban,Not Overloaded
4-wheeler 5-seater,929.1025721081505,448.45527173119245,5,124.81030693149665,excellent,snowy,urban,Overloaded
